match_id,tournament_id,round,player_1,player_2,winner,score,p1_world_ranking,p2_world_ranking,p1_seeding,p2_seeding,date
560,5224,R32,Christo POPOV,Jason GUNAWAN,Christo POPOV,21-17 21-18,10,14,,,2025-01-20
561,5224,R32,Kenta NISHIMOTO,PRANNOY H. S.,PRANNOY H. S.,21-19 17-21 16-21,,,5,,2025-01-20
562,5224,R32,Yushi TANAKA,NGUYEN Hai Dang,Yushi TANAKA,21-12 21-13,5,,,,2025-01-20
563,5224,R32,LU Guang Zu,KIDAMBI Srikanth,KIDAMBI Srikanth,21-23 21-13 11-21,,18,6,,2025-01-20
564,5224,R32,Nhat NGUYEN,LEONG Jun Hao,Nhat NGUYEN,10-21 21-18 21-9,17,,,,2025-01-20
565,5224,R32,Toma Junior POPOV,WANG Zheng Xing,Toma Junior POPOV,21-17 21-8,13,24,,,2025-01-20
566,5224,R32,Ayush SHETTY,Brian YANG,Ayush SHETTY,20-22 21-10 21-8,25,21,,,2025-01-20
567,5224,R32,SU Li Yang,Alwi FARHAN,Alwi FARHAN,13-21 13-21,,2,,,2025-01-20
568,5224,R32,LEI Lan Xi,WENG Hong Yang,WENG Hong Yang,20-22 21-16 11-21,,,,7,2025-01-20
569,5224,R32,HUANG Ping-Hsien,Chico Aura DWI WARDOYO,Chico Aura DWI WARDOYO,14-21 14-21,,,,,2025-01-20
570,5224,R32,Justin HOH,Kodai NARAOKA,Kodai NARAOKA,14-21 20-22,,,,4,2025-01-20
571,5224,R32,ZHU Xuan Chen,Rasmus GEMKE,Rasmus GEMKE,18-21 19-21,,,,,2025-01-20
572,5224,R32,NG Tze Yong,NG Ka Long Angus,NG Ka Long Angus,22-20 4-3,,,,8,2025-01-20
573,5224,R32,Priyanshu RAJAWAT,Jia Heng Jason TEH,Jia Heng Jason TEH,15-21 17-21,,9,,,2025-01-20
574,5224,R32,Kantaphon WANGCHAROEN,LI Shi Feng,LI Shi Feng,9-21 8-21,,,,2,2025-01-20
575,5224,R16,Sathish Kumar KARUNAKARAN,Christo POPOV,Christo POPOV,14-21 16-21,,10,,,2025-01-20
576,5224,R16,PRANNOY H. S.,Yushi TANAKA,Yushi TANAKA,9-21 18-21,,5,,,2025-01-20
577,5224,R16,KIDAMBI Srikanth,Nhat NGUYEN,KIDAMBI Srikanth,23-21 21-17,18,17,,,2025-01-20
578,5224,R16,Toma Junior POPOV,Ayush SHETTY,Toma Junior POPOV,21-13 21-17,13,25,,,2025-01-20
579,5224,R16,Alwi FARHAN,WENG Hong Yang,WENG Hong Yang,21-19 16-21 17-21,2,,,7,2025-01-20
580,5224,R16,Chico Aura DWI WARDOYO,Kodai NARAOKA,Kodai NARAOKA,11-21 16-21,,,,4,2025-01-20
581,5224,R16,Rasmus GEMKE,NG Ka Long Angus,NG Ka Long Angus,18-21 18-21,,,,8,2025-01-20
582,5224,R16,Jia Heng Jason TEH,LI Shi Feng,LI Shi Feng,10-21 17-21,9,,,2,2025-01-20
583,5224,QF,Christo POPOV,Yushi TANAKA,Yushi TANAKA,18-21 21-16 16-21,10,5,,,2025-01-20
584,5224,QF,KIDAMBI Srikanth,Toma Junior POPOV,KIDAMBI Srikanth,24-22 17-21 22-20,18,13,,,2025-01-20
585,5224,QF,WENG Hong Yang,Kodai NARAOKA,Kodai NARAOKA,12-21 19-21,,,7,4,2025-01-20
586,5224,QF,NG Ka Long Angus,LI Shi Feng,LI Shi Feng,10-21 12-21,,,8,2,2025-01-20
587,5224,SF,Yushi TANAKA,KIDAMBI Srikanth,KIDAMBI Srikanth,18-21 22-24,5,18,,,2025-01-20
588,5224,SF,Kodai NARAOKA,LI Shi Feng,LI Shi Feng,15-21 15-21,,,4,2,2025-01-20
589,5224,F,KIDAMBI Srikanth,LI Shi Feng,KIDAMBI Srikanth,11-21 9-21,18,,,2,2025-01-20
590,5282,R32,SHI Yu Qi,Jia Heng Jason TEH,SHI Yu Qi,21-16 21-16,,9,1,,2025-01-27
591,5282,R32,LU Guang Zu,LEE Chia Hao,LU Guang Zu,19-21 21-15 21-16,,,,,2025-01-27
592,5282,R32,Kodai NARAOKA,Priyanshu RAJAWAT,Kodai NARAOKA,14-21 21-10 21-14,,,7,,2025-01-27
593,5282,R32,Kiran GEORGE,WENG Hong Yang,WENG Hong Yang,19-21 17-21,19,,,,2025-01-27
594,5282,R32,Anders ANTONSEN,Christo POPOV,Christo POPOV,17-21 13-21,,10,3,,2025-01-27
595,5282,R32,Rasmus GEMKE,PRANNOY H. S.,PRANNOY H. S.,21-19 16-21 14-21,,,,,2025-01-27
596,5282,R32,Alex LANIER,LOH Kean Yew,LOH Kean Yew,23-21 17-21 11-21,20,8,8,,2025-01-27
597,5282,R32,Yushi TANAKA,Toma Junior POPOV,Toma Junior POPOV,19-21 15-21,5,13,,,2025-01-27
598,5282,R32,WANG Tzu Wei,LEE Cheuk Yiu,LEE Cheuk Yiu,20-22 13-21,23,,,,2025-01-27
599,5282,R32,CHI Yu Jen,CHOU Tien Chen,CHOU Tien Chen,18-21 15-21,6,7,,6,2025-01-27
600,5282,R32,Lakshya SEN,LIN Chun-Yi,LIN Chun-Yi,21-15 17-21 5-13,4,1,,,2025-01-27
601,5282,R32,Koki WATANABE,LI Shi Feng,LI Shi Feng,12-21 14-21,16,,,4,2025-01-27
602,5282,R32,LEI Lan Xi,LEONG Jun Hao,LEONG Jun Hao,,,,,,2025-01-27
603,5282,R32,Nhat NGUYEN,Jonatan CHRISTIE,Jonatan CHRISTIE,21-23 16-21,17,11,,5,2025-01-27
604,5282,R32,WANG Zheng Xing,Brian YANG,WANG Zheng Xing,21-17 21-10,24,21,,,2025-01-27
605,5282,R32,Kenta NISHIMOTO,Kunlavut VITIDSARN,Kunlavut VITIDSARN,13-21 15-21,,3,,2,2025-01-27
606,5282,R16,SHI Yu Qi,LU Guang Zu,LU Guang Zu,21-17 13-21 24-26,,,1,,2025-01-27
607,5282,R16,Kodai NARAOKA,WENG Hong Yang,Kodai NARAOKA,21-19 21-17,,,7,,2025-01-27
608,5282,R16,Christo POPOV,PRANNOY H. S.,Christo POPOV,21-16 21-14,10,,,,2025-01-27
609,5282,R16,LOH Kean Yew,Toma Junior POPOV,LOH Kean Yew,21-12 14-21 21-18,8,13,,,2025-01-27
610,5282,R16,LEE Cheuk Yiu,CHOU Tien Chen,LEE Cheuk Yiu,21-12 21-16,,7,,6,2025-01-27
611,5282,R16,LIN Chun-Yi,LI Shi Feng,LIN Chun-Yi,21-18 21-14,1,,,4,2025-01-27
612,5282,R16,LEONG Jun Hao,Jonatan CHRISTIE,LEONG Jun Hao,21-16 21-19,,11,,5,2025-01-27
613,5282,R16,WANG Zheng Xing,Kunlavut VITIDSARN,Kunlavut VITIDSARN,8-21 17-21,24,3,,2,2025-01-27
614,5282,QF,LU Guang Zu,Kodai NARAOKA,LU Guang Zu,19-21 21-17 21-12,,,,7,2025-01-27
615,5282,QF,Christo POPOV,LOH Kean Yew,Christo POPOV,21-10 21-14,10,8,,,2025-01-27
616,5282,QF,LEE Cheuk Yiu,LIN Chun-Yi,LIN Chun-Yi,15-21 13-21,,1,,,2025-01-27
617,5282,QF,LEONG Jun Hao,Kunlavut VITIDSARN,Kunlavut VITIDSARN,13-21 11-21,,3,,2,2025-01-27
618,5282,SF,LU Guang Zu,Christo POPOV,LU Guang Zu,21-15 8-21 21-15,,10,,,2025-01-27
619,5282,SF,LIN Chun-Yi,Kunlavut VITIDSARN,Kunlavut VITIDSARN,11-21 23-25,1,3,,2,2025-01-27
620,5282,F,LU Guang Zu,Kunlavut VITIDSARN,LU Guang Zu,6-21 10-21,,3,,2,2025-01-27
621,5236,R32,SHI Yu Qi,Lakshya SEN,SHI Yu Qi,21-11 20-22 21-15,,4,1,,2025-01-03
622,5236,R32,NG Ka Long Angus,Yushi TANAKA,Yushi TANAKA,15-21 22-20 20-22,,5,,,2025-01-03
623,5236,R32,Kodai NARAOKA,Rasmus GEMKE,Rasmus GEMKE,19-21 12-21,,,7,,2025-01-03
624,5236,R32,WANG Zheng Xing,Kenta NISHIMOTO,WANG Zheng Xing,21-15 21-10,24,,,,2025-01-03
625,5236,R32,Anders ANTONSEN,CHI Yu Jen,Anders ANTONSEN,21-11 21-12,,6,3,,2025-01-03
626,5236,R32,PRANNOY H. S.,Alwi FARHAN,Alwi FARHAN,17-21 18-21,,2,,,2025-01-03
627,5236,R32,Jonatan CHRISTIE,Jia Heng Jason TEH,Jonatan CHRISTIE,8-21 21-11 21-12,11,9,5,,2025-01-03
628,5236,R32,LEE Cheuk Yiu,Koki WATANABE,LEE Cheuk Yiu,21-16 7-21 23-21,,16,,,2025-01-03
629,5236,R32,Toma Junior POPOV,Christo POPOV,Christo POPOV,19-21 13-21,13,10,,,2025-01-03
630,5236,R32,LIN Chun-Yi,CHOU Tien Chen,CHOU Tien Chen,20-22 18-21,1,7,,6,2025-01-03
631,5236,R32,Chico Aura DWI WARDOYO,LEONG Jun Hao,LEONG Jun Hao,13-21 12-21,,,,,2025-01-03
632,5236,R32,Brian YANG,LI Shi Feng,LI Shi Feng,15-21 14-21,21,,,4,2025-01-03
633,5236,R32,LOH Kean Yew,Kiran GEORGE,LOH Kean Yew,22-20 21-9,8,19,,,2025-01-03
634,5236,R32,WENG Hong Yang,Alex LANIER,Alex LANIER,13-21,,20,,8,2025-01-03
635,5236,R32,LU Guang Zu,LEE Chia Hao,LEE Chia Hao,20-22 26-24 13-21,,,,,2025-01-03
636,5236,R32,WANG Tzu Wei,Kunlavut VITIDSARN,Kunlavut VITIDSARN,14-21 12-21,23,3,,2,2025-01-03
637,5236,R16,SHI Yu Qi,Yushi TANAKA,SHI Yu Qi,21-14 21-7,,5,1,,2025-01-03
638,5236,R16,Rasmus GEMKE,WANG Zheng Xing,WANG Zheng Xing,19-21 5-21,,24,,,2025-01-03
639,5236,R16,Anders ANTONSEN,Alwi FARHAN,Anders ANTONSEN,21-16 18-21 21-14,,2,3,,2025-01-03
640,5236,R16,Jonatan CHRISTIE,LEE Cheuk Yiu,LEE Cheuk Yiu,21-12 12-21 10-21,11,,5,,2025-01-03
641,5236,R16,Christo POPOV,CHOU Tien Chen,CHOU Tien Chen,18-21 21-9 17-21,10,7,,6,2025-01-03
642,5236,R16,LEONG Jun Hao,LI Shi Feng,LI Shi Feng,18-21 18-21,,,,4,2025-01-03
643,5236,R16,LOH Kean Yew,Alex LANIER,Alex LANIER,21-16 14-21 8-21,8,20,,8,2025-01-03
644,5236,R16,LEE Chia Hao,Kunlavut VITIDSARN,Kunlavut VITIDSARN,10-21 17-21,,3,,2,2025-01-03
645,5236,QF,SHI Yu Qi,WANG Zheng Xing,SHI Yu Qi,21-13 21-6,,24,1,,2025-01-03
646,5236,QF,Anders ANTONSEN,LEE Cheuk Yiu,Anders ANTONSEN,23-21 21-9,,,3,,2025-01-03
647,5236,QF,CHOU Tien Chen,LI Shi Feng,CHOU Tien Chen,14-21 21-13 21-17,7,,6,4,2025-01-03
648,5236,QF,Alex LANIER,Kunlavut VITIDSARN,Kunlavut VITIDSARN,12-21 16-21,20,3,8,2,2025-01-03
649,5236,SF,SHI Yu Qi,Anders ANTONSEN,Anders ANTONSEN,21-9 18-21 19-21,,,1,3,2025-01-03
650,5236,SF,CHOU Tien Chen,Kunlavut VITIDSARN,CHOU Tien Chen,21-16 23-21,7,3,6,2,2025-01-03
651,5236,F,Anders ANTONSEN,CHOU Tien Chen,Anders ANTONSEN,22-20 21-14,,7,3,6,2025-01-03
652,5285,R32,CHOU Tien Chen,Kalle KOLJONEN,CHOU Tien Chen,24-22 21-15,7,,1,,2025-01-24
653,5285,R32,NGUYEN Hai Dang,Mads CHRISTOPHERSEN,NGUYEN Hai Dang,21-18 17-21 21-11,,,,,2025-01-24
654,5285,R32,SU Li Yang,Misha ZILBERMAN,SU Li Yang,21-11 21-12,,,5,,2025-01-24
655,5285,R32,WANG Po-Wei,Victor LAI,Victor LAI,15-21 22-20 14-21,,15,,,2025-01-24
656,5285,R32,Ayush SHETTY,Magnus JOHANNESEN,Ayush SHETTY,21-17 21-19,25,,4,,2025-01-24
657,5285,R32,Arnaud MERKLE,Tharun MANNEPALLI,Tharun MANNEPALLI,21-19 18-21 18-21,,12,,,2025-01-24
658,5285,R32,Priyanshu RAJAWAT,TING Yen-Chen,TING Yen-Chen,10-21 21-12 7-21,,,6,,2025-01-24
659,5285,R32,Joakim OLDORFF,KUO Kuan Lin,KUO Kuan Lin,15-21 21-12 14-21,,,,,2025-01-24
660,5285,R32,Xiaodong SHENG,LE Duc Phat,LE Duc Phat,21-17 17-21 17-21,,,,,2025-01-24
661,5285,R32,Harry HUANG,KIDAMBI Srikanth,Harry HUANG,21-19 12-21 21-14,,18,,8,2025-01-24
662,5285,R32,Rithvik Sanjeevi SATISH KUMAR,Enogat ROY,Enogat ROY,18-21 12-21,,,,,2025-01-24
663,5285,R32,HUANG Ping-Hsien,Brian YANG,Brian YANG,9-21 26-24 15-21,,21,,3,2025-01-24
664,5285,R32,LIAO Jhuo-Fu,S.Sankar Muthusamy SUBRAMANIAN,LIAO Jhuo-Fu,21-13 21-19,,,,,2025-01-24
665,5285,R32,Julien CARRAGGI,Justin HOH,Justin HOH,10-21 10-21,,,,7,2025-01-24
666,5285,R32,HUANG Yu Kai,Garret TAN,HUANG Yu Kai,21-18 11-21 21-16,,,,,2025-01-24
667,5285,R32,Matthias KICKLITZ,Kenta NISHIMOTO,Kenta NISHIMOTO,6-21 15-21,,,,2,2025-01-24
668,5285,R16,CHOU Tien Chen,NGUYEN Hai Dang,CHOU Tien Chen,21-17 21-17,7,,1,,2025-01-24
669,5285,R16,SU Li Yang,Victor LAI,Victor LAI,18-21 13-21,,15,5,,2025-01-24
670,5285,R16,Ayush SHETTY,Tharun MANNEPALLI,Ayush SHETTY,21-12 13-21 21-15,25,12,4,,2025-01-24
671,5285,R16,TING Yen-Chen,KUO Kuan Lin,KUO Kuan Lin,21-13 13-21 15-21,,,,,2025-01-24
672,5285,R16,LE Duc Phat,Harry HUANG,Harry HUANG,13-21 16-21,,,,,2025-01-24
673,5285,R16,Enogat ROY,Brian YANG,Brian YANG,17-21 21-12 17-21,,21,,3,2025-01-24
674,5285,R16,LIAO Jhuo-Fu,Justin HOH,LIAO Jhuo-Fu,21-15 9-21 21-17,,,,7,2025-01-24
675,5285,R16,HUANG Yu Kai,Kenta NISHIMOTO,Kenta NISHIMOTO,17-21 13-21,,,,2,2025-01-24
676,5285,QF,CHOU Tien Chen,Victor LAI,CHOU Tien Chen,21-19 21-8,7,15,1,,2025-01-24
677,5285,QF,Ayush SHETTY,KUO Kuan Lin,Ayush SHETTY,22-20 21-9,25,,4,,2025-01-24
678,5285,QF,Harry HUANG,Brian YANG,Brian YANG,9-21 14-21,,21,,3,2025-01-24
679,5285,QF,LIAO Jhuo-Fu,Kenta NISHIMOTO,LIAO Jhuo-Fu,21-18 21-8,,,,2,2025-01-24
680,5285,SF,CHOU Tien Chen,Ayush SHETTY,Ayush SHETTY,23-21 15-21 14-21,7,25,1,4,2025-01-24
681,5285,SF,Brian YANG,LIAO Jhuo-Fu,Brian YANG,21-10 21-12,21,,3,,2025-01-24
682,5285,F,Ayush SHETTY,Brian YANG,Ayush SHETTY,21-18 21-13,25,21,4,3,2025-01-24
683,5254,R32,CHOU Tien Chen,Julien CARRAGGI,CHOU Tien Chen,18-21 21-8 21-17,7,,1,,2025-01-01
684,5254,R32,HUANG Ping-Hsien,Fabian ROTH,HUANG Ping-Hsien,12-21 21-15 21-16,,,,,2025-01-01
685,5254,R32,Priyanshu RAJAWAT,KIDAMBI Srikanth,KIDAMBI Srikanth,21-18 19-21 14-21,,18,7,,2025-01-01
686,5254,R32,WANG Po-Wei,Justin HOH,WANG Po-Wei,25-23 21-10,,,,,2025-01-01
687,5254,R32,Kenta NISHIMOTO,Mads CHRISTOPHERSEN,Kenta NISHIMOTO,19-21 21-9 21-14,,,3,,2025-01-01
688,5254,R32,Joakim OLDORFF,KUO Kuan Lin,Joakim OLDORFF,21-17 21-16,,,,,2025-01-01
689,5254,R32,Ayush SHETTY,S.Sankar Muthusamy SUBRAMANIAN,S.Sankar Muthusamy SUBRAMANIAN,21-23 12-21,25,,5,,2025-01-01
690,5254,R32,HUANG Yu Kai,Magnus JOHANNESEN,HUANG Yu Kai,21-19 9-21 27-25,,,,,2025-01-01
691,5254,R32,Matthias KICKLITZ,Shogo OGAWA,Matthias KICKLITZ,21-16 21-6,,,,,2025-01-01
692,5254,R32,Eogene EWE,Takuma OBAYASHI,Eogene EWE,,,,,,2025-01-01
693,5254,R32,Koo TAKAHASHI,Arnaud MERKLE,Arnaud MERKLE,17-21 18-21,,,,,2025-01-01
694,5254,R32,Victor LAI,Brian YANG,Victor LAI,21-12 21-10,15,21,,4,2025-01-01
695,5254,R32,Misha ZILBERMAN,Riku HATANO,Riku HATANO,12-21 19-21,,,,,2025-01-01
696,5254,R32,Kalle KOLJONEN,SU Li Yang,SU Li Yang,12-21 15-21,,,,6,2025-01-01
697,5254,R32,NGUYEN Hai Dang,LE Duc Phat,NGUYEN Hai Dang,21-12 21-7,,,,,2025-01-01
698,5254,R32,LIAO Jhuo-Fu,Kodai NARAOKA,Kodai NARAOKA,12-21 11-21,,,,2,2025-01-01
699,5254,R16,CHOU Tien Chen,HUANG Ping-Hsien,CHOU Tien Chen,21-11 17-21 21-6,7,,1,,2025-01-01
700,5254,R16,KIDAMBI Srikanth,WANG Po-Wei,KIDAMBI Srikanth,21-19 21-14,18,,,,2025-01-01
701,5254,R16,Kenta NISHIMOTO,Joakim OLDORFF,Kenta NISHIMOTO,21-19 21-12,,,3,,2025-01-01
702,5254,R16,S.Sankar Muthusamy SUBRAMANIAN,HUANG Yu Kai,S.Sankar Muthusamy SUBRAMANIAN,21-19 21-14,,,,,2025-01-01
703,5254,R16,Matthias KICKLITZ,Eogene EWE,Eogene EWE,21-13 14-21 18-21,,,,,2025-01-01
704,5254,R16,Arnaud MERKLE,Victor LAI,Victor LAI,21-12 18-21 13-21,,15,,,2025-01-01
705,5254,R16,Riku HATANO,SU Li Yang,Riku HATANO,21-18 21-19,,,,6,2025-01-01
706,5254,R16,NGUYEN Hai Dang,Kodai NARAOKA,Kodai NARAOKA,10-21 11-21,,,,2,2025-01-01
707,5254,QF,CHOU Tien Chen,KIDAMBI Srikanth,KIDAMBI Srikanth,18-21 9-21,7,18,1,,2025-01-01
708,5254,QF,Kenta NISHIMOTO,S.Sankar Muthusamy SUBRAMANIAN,Kenta NISHIMOTO,21-15 5-21 21-17,,,3,,2025-01-01
709,5254,QF,Eogene EWE,Victor LAI,Victor LAI,6-21 21-11 9-21,,15,,,2025-01-01
710,5254,QF,Riku HATANO,Kodai NARAOKA,Kodai NARAOKA,18-21 15-21,,,,2,2025-01-01
711,5254,SF,KIDAMBI Srikanth,Kenta NISHIMOTO,Kenta NISHIMOTO,21-19 14-21 18-21,18,,,3,2025-01-01
712,5254,SF,Victor LAI,Kodai NARAOKA,Victor LAI,21-19 16-21 21-17,15,,,2,2025-01-01
713,5254,F,Kenta NISHIMOTO,Victor LAI,Kenta NISHIMOTO,21-13 21-14,,15,3,,2025-01-01
714,5198,R32,Kunlavut VITIDSARN,WENG Hong Yang,WENG Hong Yang,13-21 19-21,3,,1,,2025-01-15
715,5198,R32,LIN Chun-Yi,LU Guang Zu,LIN Chun-Yi,21-11 21-18,1,,,,2025-01-15
716,5198,R32,CHOU Tien Chen,Jia Heng Jason TEH,CHOU Tien Chen,6-21 21-10 21-12,7,9,6,,2025-01-15
717,5198,R32,Koki WATANABE,Nhat NGUYEN,Koki WATANABE,22-20 21-13,16,17,,,2025-01-15
718,5198,R32,Jonatan CHRISTIE,Kenta NISHIMOTO,Kenta NISHIMOTO,13-21 12-21,11,,4,,2025-01-15
719,5198,R32,Yushi TANAKA,CHI Yu Jen,CHI Yu Jen,9-21 17-21,5,6,,,2025-01-15
720,5198,R32,Alex LANIER,LEONG Jun Hao,Alex LANIER,21-12 21-14,20,,8,,2025-01-15
721,5198,R32,Alwi FARHAN,LEE Chia Hao,Alwi FARHAN,21-18 21-11,2,,,,2025-01-15
722,5198,R32,Kantaphon WANGCHAROEN,WANG Tzu Wei,WANG Tzu Wei,21-23 13-21,,23,,,2025-01-15
723,5198,R32,LEE Cheuk Yiu,LI Shi Feng,LI Shi Feng,10-21 20-22,,,,5,2025-01-15
724,5198,R32,NG Ka Long Angus,Brian YANG,NG Ka Long Angus,20-22 21-18 21-15,,21,,,2025-01-15
725,5198,R32,Toma Junior POPOV,SHI Yu Qi,SHI Yu Qi,15-21 21-17 9-21,13,,,3,2025-01-15
726,5198,R32,WANG Zheng Xing,Lakshya SEN,Lakshya SEN,11-21 18-21,24,4,,,2025-01-15
727,5198,R32,Anthony Sinisuka GINTING,Kodai NARAOKA,Kodai NARAOKA,13-21 19-21,,,,7,2025-01-15
728,5198,R32,Rasmus GEMKE,Christo POPOV,Christo POPOV,18-21 17-21,,10,,,2025-01-15
729,5198,R32,LEI Lan Xi,Anders ANTONSEN,LEI Lan Xi,21-19 21-15,,,,2,2025-01-15
730,5198,R16,WENG Hong Yang,LIN Chun-Yi,WENG Hong Yang,21-13 21-19,,1,,,2025-01-15
731,5198,R16,CHOU Tien Chen,Koki WATANABE,Koki WATANABE,21-16 22-24 17-21,7,16,6,,2025-01-15
732,5198,R16,Kenta NISHIMOTO,CHI Yu Jen,CHI Yu Jen,19-21 7-21,,6,,,2025-01-15
733,5198,R16,Alex LANIER,Alwi FARHAN,Alex LANIER,14-21 21-15 21-18,20,2,8,,2025-01-15
734,5198,R16,WANG Tzu Wei,LI Shi Feng,WANG Tzu Wei,17-21 11-3,23,,,5,2025-01-15
735,5198,R16,NG Ka Long Angus,SHI Yu Qi,SHI Yu Qi,16-21 21-18 16-21,,,,3,2025-01-15
736,5198,R16,Lakshya SEN,Kodai NARAOKA,Kodai NARAOKA,19-21 11-21,4,,,7,2025-01-15
737,5198,R16,Christo POPOV,LEI Lan Xi,Christo POPOV,21-14 21-11,10,,,,2025-01-15
738,5198,QF,WENG Hong Yang,Koki WATANABE,Koki WATANABE,21-15 15-21 11-21,,16,,,2025-01-15
739,5198,QF,CHI Yu Jen,Alex LANIER,Alex LANIER,16-21 14-21,6,20,,8,2025-01-15
740,5198,QF,WANG Tzu Wei,SHI Yu Qi,SHI Yu Qi,19-21 10-21,23,,,3,2025-01-15
741,5198,QF,Kodai NARAOKA,Christo POPOV,Christo POPOV,21-18 13-21 8-21,,10,7,,2025-01-15
742,5198,SF,Koki WATANABE,Alex LANIER,Alex LANIER,19-21 15-21,16,20,,8,2025-01-15
743,5198,SF,SHI Yu Qi,Christo POPOV,SHI Yu Qi,21-12 28-26,,10,3,,2025-01-15
744,5198,F,Alex LANIER,SHI Yu Qi,Alex LANIER,17-21 15-21,20,,8,3,2025-01-15
745,5281,R32,Kunlavut VITIDSARN,Alwi FARHAN,Kunlavut VITIDSARN,10-21 21-15 21-18,3,2,1,,2025-01-22
746,5281,R32,LEONG Jun Hao,Kenta NISHIMOTO,LEONG Jun Hao,21-15 21-18,,,,,2025-01-22
747,5281,R32,CHOU Tien Chen,WANG Tzu Wei,CHOU Tien Chen,21-18 21-16,7,23,6,,2025-01-22
748,5281,R32,PRANNOY H. S.,Koki WATANABE,PRANNOY H. S.,8-21 21-16 23-21,,16,,,2025-01-22
749,5281,R32,SHI Yu Qi,WENG Hong Yang,SHI Yu Qi,21-16 21-11,,,3,,2025-01-22
750,5281,R32,Rasmus GEMKE,Nhat NGUYEN,Nhat NGUYEN,22-20 16-21 11-21,,17,,,2025-01-22
751,5281,R32,LI Shi Feng,Lakshya SEN,LI Shi Feng,14-21 24-22 21-11,,4,5,,2025-01-22
752,5281,R32,LEE Cheuk Yiu,NG Ka Long Angus,NG Ka Long Angus,14-21 21-11 7-21,,,,,2025-01-22
753,5281,R32,LEE Chia Hao,LU Guang Zu,LEE Chia Hao,21-8 21-15,,,,,2025-01-22
754,5281,R32,WANG Zheng Xing,Kodai NARAOKA,WANG Zheng Xing,15-21 21-16 21-17,24,,,7,2025-01-22
755,5281,R32,LEI Lan Xi,Christo POPOV,Christo POPOV,13-21 8-21,,10,,,2025-01-22
756,5281,R32,Jia Heng Jason TEH,Jonatan CHRISTIE,Jonatan CHRISTIE,17-21 12-21,9,11,,4,2025-01-22
757,5281,R32,Anthony Sinisuka GINTING,Brian YANG,Brian YANG,21-9 16-21 14-21,,21,,,2025-01-22
758,5281,R32,Toma Junior POPOV,Alex LANIER,Toma Junior POPOV,22-20 13-21 21-17,13,20,,8,2025-01-22
759,5281,R32,LIN Chun-Yi,CHI Yu Jen,LIN Chun-Yi,21-13 16-21 21-8,1,6,,,2025-01-22
760,5281,R32,Yushi TANAKA,Anders ANTONSEN,Anders ANTONSEN,19-21 15-21,5,,,2,2025-01-22
761,5281,R16,Kunlavut VITIDSARN,LEONG Jun Hao,Kunlavut VITIDSARN,23-21 21-7,3,,1,,2025-01-22
762,5281,R16,CHOU Tien Chen,PRANNOY H. S.,CHOU Tien Chen,18-21 21-15 21-8,7,,6,,2025-01-22
763,5281,R16,SHI Yu Qi,Nhat NGUYEN,SHI Yu Qi,21-15 21-8,,17,3,,2025-01-22
764,5281,R16,LI Shi Feng,NG Ka Long Angus,LI Shi Feng,21-17 21-9,,,5,,2025-01-22
765,5281,R16,LEE Chia Hao,WANG Zheng Xing,WANG Zheng Xing,12-21 27-25 21-23,,24,,,2025-01-22
766,5281,R16,Christo POPOV,Jonatan CHRISTIE,Christo POPOV,21-12 13-21 21-16,10,11,,4,2025-01-22
767,5281,R16,Brian YANG,Toma Junior POPOV,Toma Junior POPOV,17-21 16-21,21,13,,,2025-01-22
768,5281,R16,LIN Chun-Yi,Anders ANTONSEN,Anders ANTONSEN,19-21 22-20 20-22,1,,,2,2025-01-22
769,5281,QF,Kunlavut VITIDSARN,CHOU Tien Chen,CHOU Tien Chen,17-21 11-21,3,7,1,6,2025-01-22
770,5281,QF,SHI Yu Qi,LI Shi Feng,SHI Yu Qi,15-21 21-15 21-11,,,3,5,2025-01-22
771,5281,QF,WANG Zheng Xing,Christo POPOV,WANG Zheng Xing,21-6 22-20,24,10,,,2025-01-22
772,5281,QF,Toma Junior POPOV,Anders ANTONSEN,Anders ANTONSEN,21-19 12-21 8-21,13,,,2,2025-01-22
773,5281,SF,CHOU Tien Chen,SHI Yu Qi,SHI Yu Qi,13-21 20-22,7,,6,3,2025-01-22
774,5281,SF,WANG Zheng Xing,Anders ANTONSEN,WANG Zheng Xing,21-18 21-15,24,,,2,2025-01-22
775,5281,F,SHI Yu Qi,WANG Zheng Xing,SHI Yu Qi,14-21 21-14 21-15,,24,3,,2025-01-22
776,5202,R32,LEE Cheuk Yiu,PUI Pang Fong,LEE Cheuk Yiu,21-18 21-19,,,1,,2025-01-29
777,5202,R32,Manraj SINGH,Tharun MANNEPALLI,Tharun MANNEPALLI,19-21 13-21,,12,,,2025-01-29
778,5202,R32,Brian YANG,Sholeh AIDIL,Brian YANG,22-20 21-7,21,,8,,2025-01-29
779,5202,R32,HU Zhe An,S.Sankar Muthusamy SUBRAMANIAN,HU Zhe An,21-18 21-14,,,,,2025-01-29
780,5202,R32,Jia Heng Jason TEH,Viren NETTASINGHE,Jia Heng Jason TEH,21-13 21-13,9,,4,,2025-01-29
781,5202,R32,KIM Byung Jae,Kantaphon WANGCHAROEN,Kantaphon WANGCHAROEN,8-21 18-21,,,,,2025-01-29
782,5202,R32,Ayush SHETTY,HUANG Yu Kai,Ayush SHETTY,21-10 21-11,25,,7,,2025-01-29
783,5202,R32,Justin HOH,Sathish Kumar KARUNAKARAN,Justin HOH,21-19 21-12,,,,,2025-01-29
